id,title,description,availability,price,link,image_link,additional_image_link,brand,sale_price,item_group_id,shipping_weight,condition,currency
mimuco_d,Mimuco,MIMUCO - BROWN FONDUE 日拋/10片,in stock,500,https://www.consstation.com/product/2328/,https://www.consstation.com/images/product/20231007-1328-ap3y.jpg,"https://www.consstation.com/images/product/20230813-0509-f7nl.jpg,https://www.consstation.com/images/product/20230730-2350-qjrp.jpg,https://www.consstation.com/images/product/20240131-1811-70ef.jpg",Mimuco,300,mimuco,0.5 kg,new,HKD
